record_number,record_type,business_name,address,expiration_date,status,notes,disciplinary_action,Unnamed: 8,program_type,license_category,license_class,source_file,home_delivery,latitude,longitude,geocode_status,geocode_precision,geocode_source
AU-R-000565,Marihuana Retailer - License,Lume Cannabis Co.,"1116 E State ST, Cheboygan MI 49721",11/27/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,45.6407974,-84.4619941,success,address,nominatim
AU-R-000559,Marihuana Retailer - License,Great Lakes Natural Remedies,"3465 Sheridan AVE, Saginaw MI 48601",02/12/2023,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.3919864,-83.9359182,success,address,nominatim
AU-R-000571,Marihuana Retailer - License,White Flower Cannabis Company,"39530 W Red Arrow HWY, Paw Paw MI 49079",07/29/2024,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2231632,-85.86018012516054,success,address,photon
AU-R-000551,Marihuana Retailer - License,Elite Cannabis,"3389 S Huron RD Suite 3, Bay City MI 48706",10/20/2025,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.59995290476053,-83.87353843176521,success,address,photon
AU-R-000539,Marihuana Retailer - License,KAI - Apple,"3737 E. Apple AVE, Muskegon MI 49442",10/11/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.234212,-86.1508069,success,address,nominatim
AU-R-000561,Marihuana Retailer - License,Olswell Cannabis Co.,"1465 W Beecher ST, Adrian MI 49221",10/11/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,41.8894791,-84.040192,success,address,nominatim
AU-R-000548,Marihuana Retailer - License,"The Green Door Allegan, Inc.","500 Linn ST, Allegan MI 49010",10/11/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.52219,-85.856686,success,address,nominatim
AU-R-000549,Marihuana Retailer - License,Pinnacle Emporium,"421 S Main ST, Camden MI 49232",12/23/2025,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.7498733,-84.7574388,success,address,nominatim
AU-R-000558,Marihuana Retailer - License,Herbology Cannabis Co Coldwater,"880 E CHICAGO ST, COLDWATER MI 49036",02/07/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.9347661,-84.9653007,success,address,nominatim
AU-R-000540,Marihuana Retailer - License,THE FIRE STATION WELLNESS CENTER,"9148 N Dort HWY, Mt. Morris MI 48458",10/08/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.139320864873,-83.685534523654,success,address,arcgis
AU-R-000546,Marihuana Retailer - License,"The Twisted Sista, LLC","403 S Main ST, Crystal MI 48818",10/07/2023,License Void,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.2494569,-84.9150432,success,address,nominatim
AU-R-000553,Marihuana Retailer - License,Higher Love,"46479 US 41 HWY, Houghton MI 49931",02/01/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,47.0186962,-88.526481,success,address,photon
AU-R-000547,Marihuana Retailer - License,Premier Saginaw III,"910 E. Genesee AVE, Saginaw MI 48607",07/29/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.4290431,-83.9310918,success,address,nominatim
AU-R-000557,Marihuana Retailer - License,Nirvana Center,"710 E Chicago ST, Coldwater MI 49036",03/12/2026,Active,Home Delivery - Approved,Public documents available,,AU,Retailer,,AU - Retailer.csv,,41.936001,-84.972688,success,address,nominatim
AU-R-000524,Marihuana Retailer - License,Puff,"11397 W Jefferson AVE, River Rouge MI 48218",09/29/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2621755,-83.1370831,success,address,nominatim
AU-R-000543,Marihuana Retailer - License,Lume Cannabis Co.,"5666 W US-2, Manistique MI 49854",02/24/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,45.9692027,-86.1619992,success,address,photon
AU-R-000531,Marihuana Retailer - License,Bloom City Club,"2773 S Centerville RD, Sturgis MI 49091",12/17/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,41.7788883,-85.4281913,success,address,nominatim
AU-R-000537,Marihuana Retailer - License,Lume Cannabis Co.,"E7981 M-28, Christmas MI 49862",02/24/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,46.43750610273671,-86.70462631951521,success,address,photon
AU-R-000538,Marihuana Retailer - License,PUFF,"2 Ajax DR, Madison Heights MI 48071",09/20/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.5098306,-83.1125239,success,address,nominatim
AU-R-000550,Marihuana Retailer - License,Planted Provisioning,"9545 Main ST, Whitmore Lake MI 48189",09/20/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4230619,-83.76186,success,address,nominatim
AU-R-000544,Marihuana Retailer - License,Rair,"2264 West Main ST, Lowell MI 49331",03/11/2024,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.9309971,-85.3682364,success,address,nominatim
AU-R-000542,Marihuana Retailer - License,Puff Utica,"44825 Van Dyke AVE, Utica MI 48317",09/14/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.6248216,-83.0324815,success,address,nominatim
AU-R-000522,Marihuana Retailer - License,77 North Inc.,"4404 N M-77 HWY, Germfask MI 49836",02/18/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,46.25417795,-85.92612660804595,success,address,photon
AU-R-000508,Marihuana Retailer - License,Homegrown Cannabis Co.,"117 E Main ST, Owosso MI 48867",09/13/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.9975997,-84.1703216,success,address,nominatim
AU-R-000507,Marihuana Retailer - License,The Dude Abides Marijuana Retailer,"398 N Willowbrook RD Suite D, Coldwater MI 49036",02/18/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,41.941505997414,-84.97228683204,success,address,arcgis
AU-R-000503,Marihuana Retailer - License,Highway Dispo Cannabis,"525 W Norton AVE, Muskegon Heights MI 49444",09/03/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.1906535,-86.2580131,success,address,nominatim
AU-R-000519,Marihuana Retailer - License,Mint Cannabis,"365 N Willowbrook Suite A, Coldwater MI 49036",09/25/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.94371565,-84.97190691713507,success,address,photon
AU-R-000502,Marihuana Retailer - License,New Standard Ann Arbor,"811 North Main ST, Ann Arbor MI 48104",08/31/2022,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.2886381,-83.7474214,success,address,nominatim
AU-R-000530,Marihuana Retailer - License,Meds Cafe,"70 Arthur ST, Manistee MI 49660",12/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,44.2566312,-86.3181767,success,address,nominatim
AU-R-000534,Marihuana Retailer - License,Lume Cannabis Co.,"1250 S Mitchell ST, Cadillac MI 49601",11/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,44.2388815,-85.3965951,success,address,nominatim
AU-R-000541,Marihuana Retailer - License,Lume Cannabis Co.,"3446 State ST, Saginaw MI 48602",11/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.4367352,-83.98895,success,address,nominatim
AU-R-000536,Marihuana Retailer - License,JARS Cannabis,"3005 Packard ST, Ann Arbor MI 48108",08/26/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.2485454,-83.7206611,success,address,nominatim
AU-R-000514,Marihuana Retailer - License,NOBO,"725 Main ST, Battle Creek MI 49014",02/11/2025,License Void,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.3134428,-85.1771094,success,address,nominatim
AU-R-000526,Marihuana Retailer - License,True Leaf,"265 Crandall Parkway, Lawrence MI 49064",08/25/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.1985852,-86.056194,success,address,nominatim
AU-R-000523,Marihuana Retailer - License,NOBO,"107 Water ST Suite 207, Benton Harbor MI 49022",02/11/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.116338080781,-86.455330404665,success,address,arcgis
AU-R-000535,Marihuana Retailer - License,Olswell-Grand Rapids,"1940 28th Street SE, Grand Rapids MI 49508",08/25/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.9125506,-85.6191033,success,address,nominatim
AU-R-000513,Marihuana Retailer - License,Dispo,"115 Linden Street, Big Rapids MI 49307",08/10/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.6957564,-85.4835915,success,address,nominatim
AU-R-000515,Marihuana Retailer - License,Star Budz,"7035 State RD, Millington MI 48746",08/25/2023,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.3213777,-83.5533018,success,address,nominatim
AU-R-000512,Marihuana Retailer - License,Cannabis King,"3309 Associates DR, Burton MI 48529",08/24/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.9799727,-83.6676781,success,address,nominatim
AU-R-000504,Marihuana Retailer - License,The Botanical Co,"302 South Cedar ST, Kalkaska MI 49646",08/24/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,44.731023,-85.1783012,success,address,nominatim
AU-R-000529,Marihuana Retailer - License,Gage Cannabis Company,"48 Main ST, Battle Creek MI 49014",06/02/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.3150368,-85.1786855,success,address,nominatim
AU-R-000496,Marihuana Retailer - License,Greentown USA,"1965 Peck ST, Muskegon MI 49441",08/23/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.2176234,-86.2444996,success,address,nominatim
AU-R-000487,Marihuana Retailer - License,The Outpost Marquette,"3475 US 41 West, Marquette MI 49855",05/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,46.548415250000005,-87.46766424754775,success,address,photon
AU-R-000532,Marihuana Retailer - License,Diamond Cannabis Company,"816 Washington AVE Suite 303, Bay City MI 48708",08/16/2023,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.593481800000006,-83.88903191715028,success,address,photon
AU-R-000506,Marihuana Retailer - License,Pure Options - Lansing Frandor,"125 N Clippert ST, Lansing MI 48912",08/11/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.7345676,-84.5087874,success,address,nominatim
AU-R-000486,Marihuana Retailer - License,"Level Up Investments I, LLC","1840 Sixth ST Bldg A, Muskegon MI 49441",08/11/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.209664836885786,-86.2891335692264,success,address,photon
AU-R-000482,Marihuana Retailer - License,First Class Cannabis Co.,"9017 S Sprinkle RD, Portage MI 49002",08/10/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.2437027,-85.5591615,success,address,photon
AU-R-000521,Marihuana Retailer - License,7Engines,"1101 E Front ST, Buchanan MI 49107",08/09/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.8273257,-86.3483991,success,address,nominatim
AU-R-000527,Marihuana Retailer - License,Pleasantrees Cannabis Company,"2161 W Houghton Lake DR, Denton Township MI 48651",02/19/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,44.2985764,-84.6792628,success,address,nominatim
AU-R-000510,Marihuana Retailer - License,Symponia Farms Inc.,"1140 Harmonia RD, Battle Creek MI 49037",04/13/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.3330512,-85.2436838,success,address,nominatim
AU-R-000500,Marihuana Retailer - License,Consume Cannabis Bay City,"901 Cass AVE, Bay City MI 48708",08/06/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.565926,-83.893673,success,address,nominatim
AU-R-000499,Marihuana Retailer - License,Gage Cannabis Company,"6007 Ann Arbor RD, Jackson MI 49201",06/04/2023,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2576313,-84.3570105,success,address,nominatim
AU-R-000485,Marihuana Retailer - License,Consume Cannabis Ionia,"406 S Steele ST, Ionia MI 48846",08/04/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.9813556,-85.0676622,success,address,nominatim
AU-R-000511,Marihuana Retailer - License,"RKD Ventures, LLC","1234 N Center RD, Burton MI 48509",08/04/2026,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.0381572,-83.6355051,success,address,nominatim
AU-R-000517,Marihuana Retailer - License,Herbana,"2705 W Michigan AVE, Kalamazoo MI 49006",08/04/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2812467,-85.6226358,success,address,nominatim
AU-R-000493,Marihuana Retailer - License,"HG Lansing, LLC","5508 S. Cedar ST, Lansing MI 48911",02/25/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.6775091,-84.5480171,success,address,nominatim
AU-R-000489,Marihuana Retailer - License,BREEZE Recreational,"1770 E Columbia AVE Suite B, Battle Creek MI 49014",02/19/2024,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.299355,-85.17583706173781,success,address,photon
AU-R-000488,Marihuana Retailer - License,JARS Cannabis,"4326 W Pierson RD, Flint MI 48504",08/02/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.0611747,-83.7652922,success,address,nominatim
AU-R-000495,Marihuana Retailer - License,JARS Cannabis,"1815 Alpine AVE NW, Grand Rapids MI 49504",08/07/2026,Active,Home Delivery - Approved,Public document available,,AU,Retailer,,AU - Retailer.csv,,42.996818,-85.688495,success,address,nominatim
AU-R-000478,Marihuana Retailer - License,Pincanna,"1234 E Grand River AVE, East Lansing MI 48823",03/03/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.7304985,-84.4665949,success,address,nominatim
AU-R-000473,Marihuana Retailer - License,JARS Cannabis,"450 S Main ST Suite 1, Ann Arbor MI 48104",07/29/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2658749,-83.7486840511657,success,address,photon
AU-R-000497,Marihuana Retailer - License,Levels Cannabis,"23968 Sherwood AVE, Center Line MI 48015",07/29/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4698899,-83.0358205,success,address,nominatim
AU-R-000491,Marihuana Retailer - License,City Hall Provisioning Center,"222 S Maple ST, Fennville MI 49408",07/29/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.592246,-86.1044187,success,address,nominatim
AU-R-000475,Marihuana Retailer - License,Skymint,"352 S Willowbrook RD Suite F, Coldwater MI 49036",11/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,41.934276019192,-84.971752988627,success,address,arcgis
AU-R-000492,Marihuana Retailer - License,Easton Craft,"1110 W Lincoln AVE, Ionia MI 48846",04/22/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.9874394,-85.0838383,success,address,nominatim
AU-R-000509,Marihuana Retailer - License,Timber Cannabis Co.,"133 Marshall ST, Allegan MI 49010",09/17/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.525295,-85.8499625,success,address,nominatim
AU-R-000501,Marihuana Retailer - License,Lume Cannabis Co.,"902 S Cedar ST, Kalkaska MI 49646",11/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,44.7276816,-85.1809389,success,address,nominatim
AU-R-000481,Marihuana Retailer - License,The Alluvion Cannabis Company,"701 Maple ST, Big Rapids MI 49307",07/23/2023,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.70027,-85.474189,success,address,nominatim
AU-R-000483,Marihuana Retailer - License,"Green Decatur, Inc.","100 E. Sherwood ST, Decatur MI 49045",07/20/2025,License Void,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.107794,-85.973269,success,address,nominatim
AU-R-000469,Marihuana Retailer - License,HICLOUD Cannabis Co,"215 S Linn ST, Bay City MI 48706",07/19/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.600944,-83.8990993,success,address,nominatim
AU-R-000462,Marihuana Retailer - License,Primitiv,"1286 S 11th ST, Niles MI 49120",07/15/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.8277117,-86.2468799,success,address,nominatim
AU-R-000490,Marihuana Retailer - License,Lume Cannabis Co.,"119 S Stephenson AVE, Iron Mountain MI 49801",11/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,45.8218317,-88.0647338,success,address,nominatim
AU-R-000468,Marihuana Retailer - License,Xact Cannabis Co,"414 N Main Street, Cheboygan MI 49721",07/09/2023,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,45.6462626,-84.4750444,success,address,nominatim
AU-R-000467,Marihuana Retailer - License,Skymint,"300 Center AVE Suite 102, Bay City MI 48708",11/27/2022,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.5983212,-83.8897766,success,address,photon
AU-R-000464,Marihuana Retailer - License,Olswell-Kalkaska,"102 Northland PLZ, Kalkaska MI 49646",07/09/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,44.743330150000006,-85.17509290000001,success,address,photon
AU-R-000470,Marihuana Retailer - License,Dunegrass Co.,"100 Genesee ST, Marquette MI 49855",08/14/2025,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,46.53434,-87.3967387,success,address,nominatim
AU-R-000477,Marihuana Retailer - License,High Profile Cannabis Shop,"823 W Michigan AVE, Kalamazoo MI 49007",02/10/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2894305,-85.5966665,success,address,nominatim
AU-R-000479,Marihuana Retailer - License,"Planet 313, Turtle Pie Co., Flower Bowl River Rouge","10196 W Jefferson AVE, River Rouge MI 48218",07/06/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2778941,-83.1309393,success,address,nominatim
AU-R-000480,Marihuana Retailer - License,Lume Cannabis Co.,"351 S Willowbrook RD, Coldwater MI 49036",11/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,41.9334034,-84.9710741,success,address,nominatim
AU-R-000461,Marihuana Retailer - License,Great Lakes Natural Remedies,"240 Arthur ST, Manistee MI 49660",02/12/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,44.2623739,-86.3162711,success,address,nominatim
AU-R-000474,Marihuana Retailer - License,Nirvana Center Bay City,"412 Washington AVE, Bay City MI 48708",06/24/2024,License Void,,Public documents available,,AU,Retailer,,AU - Retailer.csv,,43.594255,-83.8882573,success,address,nominatim
